sr_no,date,startup_name,industry_vertical,subvertical,city_location,investors_name,investment_type,amount_in_usd,remarks,city_clean,industry_clean,amount_clean,date_clean
657,15/08/2017,KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bengaluru,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,"3,85,000",,Bengaluru,Consumer Internet,385000,8/15/2017
658,17/08/2017,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,,,Mumbai,Consumer Internet,,8/17/2017
659,20/08/2017,Rootefy,eCommerce,Building material online store,New Delhi,"Abhinav Gupta,",Seed Funding,"1,87,000",,New Delhi,E-Commerce,187000,8/20/2017
660,21/08/2017,Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,"68,00,000",,Chennai,Technology,6800000,8/21/2017
661,21/08/2017,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,"7,34,000",,Vadodara,Consumer Internet,734000,8/21/2017
662,22/08/2017,Flochat,Consumer Internet,instant messaging platform,Mumbai,"iSquare Global,",Seed Funding,,,Mumbai,Consumer Internet,,8/22/2017
663,22/08/2017,EasyGov,Consumer Internet,Govt service application portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,,,Noida,Consumer Internet,,8/22/2017
664,23/08/2017,Milk Basket,Consumer Internet,Online Grocery platform,Gurugram,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,,,Gurugram,Consumer Internet,,8/23/2017
665,23/08/2017,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,"8,00,00,000",,Pune,Technology,80000000,8/23/2017
666,23/08/2017,Bombay Shaving Company,eCommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,"23,00,000",,New Delhi,E-Commerce,2300000,8/23/2017
667,23/08/2017,Awign,Technology,Operations and manpower outsourcing,Bengaluru,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,,,Bengaluru,Technology,,8/23/2017
668,23/08/2017,Indiez,Technology,Software & Mobile app development platform,Bengaluru,Haresh Chawla,Seed Funding,"5,00,000",,Bengaluru,Technology,500000,8/23/2017
669,24/08/2017,Ezetap,Technology,mPOS solutions provider,Bengaluru,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,"1,60,00,000",,Bengaluru,Technology,16000000,8/24/2017
670,25/08/2017,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,"7,50,000",,Chennai,Consumer Internet,750000,8/25/2017
671,25/08/2017,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"PBS Srinivas, Vinod Martin,",Seed Funding,"1,25,000",,Bengaluru,Consumer Internet,125000,8/25/2017
672,28/08/2017,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,"70,00,000",,Pune,Technology,7000000,8/28/2017
673,29/08/2017,CureFit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,"2,50,00,000",,Bengaluru,Consumer Internet,25000000,8/29/2017
674,29/08/2017,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,"7,50,000",,Mumbai,Technology,750000,8/29/2017
675,29/08/2017,Fieldassist,Technology,SAAS based sales force automation services,Gurugram,Small Industries Development Bank of India (SIDBI),Debt Funding,,,Gurugram,Technology,,8/29/2017
676,30/08/2017,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,"3,40,00,000",,Bengaluru,Consumer Internet,34000000,8/30/2017
677,30/08/2017,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,"3,00,00,000",,Bengaluru,Technology,30000000,8/30/2017
678,1/7/2017,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bengaluru,Reliance Corporate Advisory Services Ltd,Seed Funding,"10,00,000",,Bengaluru,Consumer Internet,1000000,7/1/2017
679,3/7/2017,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,"26,00,000",,Ahmedabad,Technology,2600000,7/3/2017
680,4/7/2017,Droom,eCommerce,Online marketplace for automobiles,Gurugram,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,"2,00,00,000",,Gurugram,E-Commerce,20000000,7/4/2017
681,5/7/2017,Jumbotail,eCommerce,online marketplace for food and grocery,Bengaluru,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,"85,00,000",,Bengaluru,E-Commerce,8500000,7/5/2017
682,5/7/2017,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,"1,20,00,000",,Noida,E-Commerce,12000000,7/5/2017
683,5/7/2017,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,"10,00,000",,Mumbai,Consumer Internet,1000000,7/5/2017
684,6/7/2017,Minjar,Technology,Cloud Solutions provider,Bengaluru,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,,,Bengaluru,Technology,,7/6/2017
685,6/7/2017,MyCity4kids,Consumer Internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Gurugram,Unknown,Seed Funding,,,Gurugram,Consumer Internet,,7/6/2017
686,7/7/2017,Clip App,Consumer Internet,Digital Media Video platform,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,"10,00,000",,Bengaluru,Consumer Internet,1000000,7/7/2017
687,7/7/2017,Upwardly.in,Consumer Internet,MF investment platform,Bengaluru,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,,,Bengaluru,Consumer Internet,,7/7/2017
688,10/7/2017,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,"30,00,000",,Hyderabad,Technology,3000000,7/10/2017
689,11/7/2017,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,"22,50,000",,Pune,Consumer Internet,2250000,7/11/2017
690,11/7/2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,"4,64,000",,Mumbai,Consumer Internet,464000,7/11/2017
691,11/7/2017,Design Cafe,Consumer Internet,Online Interior Design platform,Bengaluru,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,,,Bengaluru,Consumer Internet,,7/11/2017
692,12/7/2017,Innoviti,Technology,Digital payments solutions,Bengaluru,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,"1,85,00,000",,Bengaluru,Technology,18500000,7/12/2017
693,12/7/2017,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,,,Hyderabad,Logistics,,7/12/2017
694,12/7/2017,Bottr.me,Technology,Chatbot creation tool,Bengaluru,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,,,Bengaluru,Technology,,7/12/2017
695,12/7/2017,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,Indian Angel Network,Seed Funding,,,Pune,Technology,,7/12/2017
696,14/07/2017,QwikSpec,Technology,Construction site operations and analytics platform,Bengaluru,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,"5,40,000",,Bengaluru,Technology,540000,7/14/2017
697,14/07/2017,Chumbak,eCommerce,Designer consumer products Marketplace,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,"17,00,000",,Bengaluru,E-Commerce,1700000,7/14/2017
698,17/07/2017,Increff,Technology,Sales Solutions for Fashion Brands,Bengaluru,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,"20,00,000",,Bengaluru,Technology,2000000,7/17/2017
699,17/07/2017,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,"40,00,000",,Pune,Technology,4000000,7/17/2017
700,18/07/2017,MObiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,,,Noida,Technology,,7/18/2017
701,18/07/2017,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,,,Hyderabad,Consumer Internet,,7/18/2017
702,18/07/2017,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,Xelpmoc,Seed Funding,,,Kolkata,Consumer Internet,,7/18/2017
703,18/07/2017,Hypernova Interactive,Technology,Mobile games creator,Bengaluru,Kae Capital,Seed Funding,,,Bengaluru,Technology,,7/18/2017
704,19/07/2017,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,"ain Capital Ventures, Renaud Laplanche",Private Equity,"1,00,00,000",,Bengaluru,Consumer Internet,10000000,7/19/2017
705,19/07/2017,AirCTO,Consumer Internet,AI powered recruitment platform,Bengaluru,Francesco Cara,Seed Funding,,,Bengaluru,Consumer Internet,,7/19/2017
706,19/07/2017,Playablo,Technology,Gamified Learning App,Bengaluru,ABI-Showatech (India) Ltd,Seed Funding,"6,00,000",,Bengaluru,Technology,600000,7/19/2017
707,20/07/2017,Trupay,Technology,Online payments platform,Gurugram,"Kae Capital, M&S Partners,",Seed Funding,"7,00,000",,Gurugram,Technology,700000,7/20/2017
708,21/07/2017,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,"2,00,000",,Gurugram,E-Commerce,200000,7/21/2017
709,21/07/2017,FableStreet,eCommerce,Women Work wear etailer,New Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,,,New Delhi,E-Commerce,,7/21/2017
710,21/07/2017,Monsoon Fintech,Technology,Machine Learning Access platform,New Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,,,New Delhi,Technology,,7/21/2017
711,21/07/2017,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bengaluru,"Blume Ventures, NB Ventures, Nspira",Seed Funding,,,Bengaluru,Consumer Internet,,7/21/2017
712,25/07/2017,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bengaluru,"Stellaris Venture Partners,",Private Equity,"12,00,000",,Bengaluru,Consumer Internet,1200000,7/25/2017
713,25/07/2017,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bengaluru,Tencent Holdings,Private Equity,"3,50,00,000",,Bengaluru,Consumer Internet,35000000,7/25/2017
714,26/07/2017,Creator\\xe2\\x80\\x99s Gurukul,Others,Co-Working Space Provider,New Delhi,Yuvraj Singh,Seed Funding,,,New Delhi,Others,,7/26/2017
715,26/07/2017,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,"2,50,00,000",,New Delhi,Consumer Internet,25000000,7/26/2017
716,26/07/2017,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,"2,00,000",,Bengaluru,Consumer Internet,200000,7/26/2017
717,27/07/2017,1mg,eCommerce,Online Pharmacy,Gurugram,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,"1,50,00,000",,Gurugram,E-Commerce,15000000,7/27/2017
718,28/07/2017,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,,,Mumbai,Consumer Internet,,7/28/2017
719,28/07/2017,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,"12,50,000",,Mumbai,Consumer Internet,1250000,7/28/2017
720,28/07/2017,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bengaluru,RoundGlass Partners,Seed Funding,,,Bengaluru,Consumer Internet,,7/28/2017
721,1/6/2017,Tripeur,Technology,Mobile based travel ERP platform,Bengaluru,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,,,Bengaluru,Technology,,6/1/2017
722,2/6/2017,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bengaluru,TVS Motor Company,Seed Funding,"2,34,000",,Bengaluru,E-Commerce,234000,6/2/2017
723,5/6/2017,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,"5,00,00,000",,Mumbai,Consumer Internet,50000000,6/5/2017
724,5/6/2017,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,,,Mumbai,Consumer Internet,,6/5/2017
725,6/6/2017,Spinny,eCommerce,Online Used Car marketplace,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,"10,00,000",,Gurugram,E-Commerce,1000000,6/6/2017
726,6/6/2017,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,,,Kolkata,Consumer Internet,,6/6/2017
727,6/6/2017,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,,,Mumbai,Consumer Internet,,6/6/2017
728,6/6/2017,BHIVE Workspace,Consumer Internet,co-working spaces,Bengaluru,Blume Ventures,Private Equity,"12,00,000",,Bengaluru,Consumer Internet,1200000,6/6/2017
729,6/6/2017,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,"10,00,000",,New Delhi,Consumer Internet,1000000,6/6/2017
730,6/6/2017,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,Private Equity,,,New Delhi,Consumer Internet,,6/6/2017
731,6/6/2017,Hungry Foal,Consumer Internet,For profit Social Venture,Gurugram,SBI (Stand Up India Scheme),Private Equity,,,Gurugram,Consumer Internet,,6/6/2017
732,7/6/2017,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,Seed Funding,"6,50,000",,New Delhi,Consumer Internet,650000,6/7/2017
733,7/6/2017,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,"6,00,000",,Mumbai,Consumer Internet,600000,6/7/2017
734,8/6/2017,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,"2,32,000",,Hyderabad,Consumer Internet,232000,6/8/2017
735,8/6/2017,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,"15,00,000",,Hyderabad,Technology,1500000,6/8/2017
736,8/6/2017,ABI Health,Technology,Unified Digital Health Platform,Bengaluru,Norwest Venture Partners,Private Equity,"15,00,000",,Bengaluru,Technology,1500000,6/8/2017
737,8/6/2017,Stockal,Consumer Internet,App-based Investment advisory Services,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,"3,50,000",,Bengaluru,Consumer Internet,350000,6/8/2017
738,9/6/2017,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,"3,00,000",,Mumbai,Consumer Internet,300000,6/9/2017
739,9/6/2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,"2,50,000",,Hyderabad,Consumer Internet,250000,6/9/2017
740,12/6/2017,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bengaluru,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,,,Bengaluru,Consumer Internet,,6/12/2017
741,12/6/2017,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,"78,00,000",,Ahmedabad,Consumer Internet,7800000,6/12/2017
742,12/6/2017,Boxx.ai,Technology,Artificial Intelligence,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,"5,00,000",,Bengaluru,Technology,500000,6/12/2017
743,12/6/2017,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,"10,00,000",,New Delhi,Healthcare,1000000,6/12/2017
744,12/6/2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,"7,76,000",,Mumbai,Consumer Internet,776000,6/12/2017
745,12/6/2017,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,"1,50,00,000",,Mumbai,Consumer Internet,15000000,6/12/2017
746,13/06/2017,HyperTrack,Technology,Location tracking solutions,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,,,New Delhi,Technology,,6/13/2017
747,13/06/2017,Goodera,Technology,CSR and sustainability management platform,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,"55,00,000",,Bengaluru,Technology,5500000,6/13/2017
748,13/06/2017,Digit,Technology,Tech driven Insurance platform,Bengaluru,Fairfax Holdings,Private Equity,,,Bengaluru,Technology,,6/13/2017
749,14/06/2017,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Tekne Capital Management LLC,Private Equity,"5,00,00,000",,Bengaluru,Consumer Internet,50000000,6/14/2017
750,14/06/2017,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed Funding,,,Mumbai,Consumer Internet,,6/14/2017
751,14/06/2017,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,"5,00,000",,Noida,Consumer Internet,500000,6/14/2017
752,15/06/2017,MoneyTap,Consumer Internet,Money Lending platform,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,"1,23,00,000",,Bengaluru,Consumer Internet,12300000,6/15/2017
753,16/06/2017,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,"10,00,000",,Bengaluru,E-Commerce,1000000,6/16/2017
754,16/06/2017,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,"1,00,000",,Mumbai,Consumer Internet,100000,6/16/2017
755,16/06/2017,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,"20,00,000",,Noida,Technology,2000000,6/16/2017
756,16/06/2017,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,,,Hyderabad,E-Commerce,,6/16/2017
757,16/06/2017,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurugram,YouWeCan Ventures,Seed Funding,,,Gurugram,Consumer Internet,,6/16/2017
