"sr_no","date_clean","startup_name","industry_clean","subvertical","city_clean","investors_name","investment_type","amount_clean"
"688","7/10/2017","Autorox.co","Technology","Workshop Management Software Platform","Hyderabad","Mitsui & Co.","Private Equity","3000000.0"
"689","7/11/2017","Fabogo","Consumer Internet","Salon & Spa Aggregation & Discovery platform","Pune","Dunamis Ventures Pte Ltd","Private Equity","2250000.0"
"690","7/11/2017","Flickstree","Consumer Internet","Video Content Discovery Platform","Mumbai","Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures","Seed Funding","464000.0"
"691","7/11/2017","Design Cafe","Consumer Internet","Online Interior Design platform","Bengaluru","Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital","Seed Funding",""
"692","7/12/2017","Innoviti","Technology","Digital payments solutions","Bengaluru","SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures","Private Equity","18500000.0"
"693","7/12/2017","VDeliver","Logistics","Door Step Delivery platform","Hyderabad","Corvus Ventures, MAPE Advisory Group","Private Equity",""
"694","7/12/2017","Bottr.me","Technology","Chatbot creation tool","Bengaluru","500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta","Seed Funding",""
"695","7/12/2017","Arcatron","Technology","Next Gen Mobility device manufacturer","Pune","Indian Angel Network","Seed Funding",""
"696","7/14/2017","QwikSpec","Technology","Construction site operations and analytics platform","Bengaluru","Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen","Seed Funding","540000.0"
"697","7/14/2017","Chumbak","E-Commerce","Designer consumer products Marketplace","Bengaluru","Blacksoil Capital Pvt. Ltd","Private Equity","1700000.0"
"698","7/17/2017","Increff","Technology","Sales Solutions for Fashion Brands","Bengaluru","Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das","Seed Funding","2000000.0"
"699","7/17/2017","Vayana","Technology","Enterprise Banking Solutions","Pune","IDG Ventures India Advisors, Jungle Ventures","Private Equity","4000000.0"
"700","7/18/2017","MObiquest","Technology","Mobile Services & Solutions","Noida","One97 Communication Ltd","Private Equity",""
"701","7/18/2017","Ambee","Consumer Internet","Ambulance Aggregation Services","Hyderabad","Uber Technologies Inc, Amaya Capital LLP","Seed Funding",""
"702","7/18/2017","Ideal Insurance","Consumer Internet","Online Insurance platform","Kolkata","Xelpmoc","Seed Funding",""
"703","7/18/2017","Hypernova Interactive","Technology","Mobile games creator","Bengaluru","Kae Capital","Seed Funding",""
"704","7/19/2017","Rentomojo","Consumer Internet","Consumer Leasing Platform","Bengaluru","ain Capital Ventures, Renaud Laplanche","Private Equity","10000000.0"
"705","7/19/2017","AirCTO","Consumer Internet","AI powered recruitment platform","Bengaluru","Francesco Cara","Seed Funding",""
"706","7/19/2017","Playablo","Technology","Gamified Learning App","Bengaluru","ABI-Showatech (India) Ltd","Seed Funding","600000.0"
"707","7/20/2017","Trupay","Technology","Online payments platform","Gurugram","Kae Capital, M&S Partners,","Seed Funding","700000.0"
"708","7/21/2017","Brick2Wall","E-Commerce","Online Marketplace for Construction Material","Gurugram","Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others","Seed Funding","200000.0"
"709","7/21/2017","FableStreet","E-Commerce","Women Work wear etailer","New Delhi","Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others","Seed Funding",""
"710","7/21/2017","Monsoon Fintech","Technology","Machine Learning Access platform","New Delhi","Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan","Seed Funding",""
"711","7/21/2017","MonkeyBox","Consumer Internet","Healthy Food Delivery Platform","Bengaluru","Blume Ventures, NB Ventures, Nspira","Seed Funding",""
"712","7/25/2017","Noticeboard","Consumer Internet","Mobile-first Enterprise communication platform","Bengaluru","Stellaris Venture Partners,","Private Equity","1200000.0"
"713","7/25/2017","Byju\\xe2\\x80\\x99s","Consumer Internet","Mobile Learning App","Bengaluru","Tencent Holdings","Private Equity","35000000.0"
"714","7/26/2017","Creator\\xe2\\x80\\x99s Gurukul","Others","Co-Working Space Provider","New Delhi","Yuvraj Singh","Seed Funding",""
"715","7/26/2017","Fab Hotels","Consumer Internet","Budget hotels brand & Aggregator Platform","New Delhi","Goldman Sachs","Private Equity","25000000.0"
"716","7/26/2017","ThinkerBell","Consumer Internet","Assisted Learning Startup","Bengaluru","Indian Angel Network, Anand Mahindra","Seed Funding","200000.0"
"717","7/27/2017","1mg","E-Commerce","Online Pharmacy","Gurugram","HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital","Private Equity","15000000.0"
"718","7/28/2017","Jhakaas","Consumer Internet","App-based Aggregator of Offline Businesses","Mumbai","Amen Dhyllon","Seed Funding",""
"719","7/28/2017","BigStylist","Consumer Internet","Beauty Services Marketplace","Mumbai","Info Edge (India) Ltd","Private Equity","1250000.0"
"720","7/28/2017","Gympik.com","Consumer Internet","online marketplace for discovering fitness centres","Bengaluru","RoundGlass Partners","Seed Funding",""
"721","6/1/2017","Tripeur","Technology","Mobile based travel ERP platform","Bengaluru","Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors","Seed Funding",""
"722","6/2/2017","RentOnGo","E-Commerce","Online Marketplace for Renting Bikes, Electronics & Appliances","Bengaluru","TVS Motor Company","Seed Funding","234000.0"
"723","6/5/2017","Goomo","Consumer Internet","Online Travel & Holiday Booking platform","Mumbai","Emerging India","Private Equity","50000000.0"
"724","6/5/2017","MaxMyWealth","Consumer Internet","Online Wealth Management & Savings platform","Mumbai","lockchain ecosystem Global Advisors, Horseferry","Private Equity",""
"725","6/6/2017","Spinny","E-Commerce","Online Used Car marketplace","Gurugram","Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon","Private Equity","1000000.0"
"726","6/6/2017","Healthbuds","Consumer Internet","Healthcare Discovery & booking platform","Kolkata","Arun Patodia, Bharat Kedia","Seed Funding",""
"727","6/6/2017","Ftcash","Consumer Internet","Mobile Payments platform","Mumbai","500 Startups, IvyCap Ventures","Private Equity",""
"728","6/6/2017","BHIVE Workspace","Consumer Internet","co-working spaces","Bengaluru","Blume Ventures","Private Equity","1200000.0"
"729","6/6/2017","wayForward","Consumer Internet","Mobile app for Mental Health","New Delhi","Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan","Seed Funding","1000000.0"
"730","6/6/2017","GyanDhan","Consumer Internet","Education Marketplace","New Delhi","Sundaram Finance Holdings","Private Equity",""
"731","6/6/2017","Hungry Foal","Consumer Internet","For profit Social Venture","Gurugram","SBI (Stand Up India Scheme)","Private Equity",""
"732","6/7/2017","ZipLoan","Consumer Internet","Online lending platform","New Delhi","WaterBridge Ventures","Seed Funding","650000.0"
"733","6/7/2017","GrowFitter","Consumer Internet","health and fitness discovery platform","Mumbai","SQue Capital","Seed Funding","600000.0"
"734","6/8/2017","Stratfit","Consumer Internet","Health coaching programs","Hyderabad","Bodhtree Consulting Limited","Seed Funding","232000.0"
"735","6/8/2017","Multiplier Solutions","Technology","CRM Software for Healthcare space","Hyderabad","Norwest Venture Partners","Private Equity","1500000.0"
"736","6/8/2017","ABI Health","Technology","Unified Digital Health Platform","Bengaluru","Norwest Venture Partners","Private Equity","1500000.0"
"737","6/8/2017","Stockal","Consumer Internet","App-based Investment advisory Services","Bengaluru","Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha","Seed Funding","350000.0"
"738","6/9/2017","Guidoo","Consumer Internet","Travel & adventure planning platform","Mumbai","Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao","Seed Funding","300000.0"
"739","6/9/2017","eSahai.in","Consumer Internet","ambulance aggregator and medical taxi provider","Hyderabad","Dr Ramesh Ayyala, Satya Muthyala","Seed Funding","250000.0"
"740","6/12/2017","Loanmeet","Consumer Internet","Online peer-to-peer lending platform","Bengaluru","Cao Yibin, Huang Wei, Madhusudan E,","Seed Funding",""
"741","6/12/2017","LendingKart","Consumer Internet","Online Lending platform","Ahmedabad","Yes Bank","Debt Funding","7800000.0"
"742","6/12/2017","Boxx.ai","Technology","Artificial Intelligence","Bengaluru","Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava","Private Equity","500000.0"
"743","6/12/2017","PeeSafe.in","Healthcare","Hygiene care product manufacturer","New Delhi","Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures","Private Equity","1000000.0"
"744","6/12/2017","Vista Rooms","Consumer Internet","Online rooms aggregation platform","Mumbai","Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham","Seed Funding","776000.0"
"745","6/12/2017","CoverFox","Consumer Internet","Online insurance brokerage platform","Mumbai","Transamerica","Private Equity","15000000.0"
"746","6/13/2017","HyperTrack","Technology","Location tracking solutions","New Delhi","Nexus Venture Partners, Founders Fund","Private Equity",""
"747","6/13/2017","Goodera","Technology","CSR and sustainability management platform","Bengaluru","Nexus Venture Partners, Omidyar Network","Private Equity","5500000.0"
"748","6/13/2017","Digit","Technology","Tech driven Insurance platform","Bengaluru","Fairfax Holdings","Private Equity",""
"749","6/14/2017","Ola","Consumer Internet","Cab Aggregation App","Bengaluru","Tekne Capital Management LLC","Private Equity","50000000.0"
"750","6/14/2017","Vanitycask","Consumer Internet","Beauty products discovery platform","Mumbai","RB Investments","Seed Funding",""
"751","6/14/2017","MrNeeds","Consumer Internet","Micro Food Delivery platform","Noida","undisclosed investors","Seed Funding","500000.0"
"752","6/15/2017","MoneyTap","Consumer Internet","Money Lending platform","Bengaluru","Sequoia India, NEA, Prime Venture Partners","Private Equity","12300000.0"
"753","6/16/2017","Goodbox","E-Commerce","Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs","Bengaluru","Nexus Venture Partners, Mekin Maheshwari","Private Equity","1000000.0"
"754","6/16/2017","Fincash","Consumer Internet","Personal Finance platform","Mumbai","Mohammed Khan, Sameer Narayan & Others","Seed Funding","100000.0"
"755","6/16/2017","PortDesk","Technology","Maritime Solutions","Noida","Alphard Maritime Group","Seed Funding","2000000.0"
"756","6/16/2017","EdgeFx","E-Commerce","DIY project Kits seller","Hyderabad","Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels","Seed Funding",""
"757","6/16/2017","EazyDiner","Consumer Internet","Online Restaurant Reservation Platform","Gurugram","YouWeCan Ventures","Seed Funding",""
"758","6/16/2017","HealthIntel","Healthcare","Online Pharmacy","New Delhi","BLIP Initiatives","Seed Funding",""
"759","6/19/2017","Unbxd","Technology","Cloud-based product discovery platform","Bengaluru","Eight Roads Ventures","Private Equity","12500000.0"
"760","6/19/2017","DarwinBox","Technology","Enterprise human resources management platform","Hyderabad","Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP","Private Equity","4000000.0"
"761","6/20/2017","ForeverShop","Consumer Internet","Mobile based ecommerce platform","Bengaluru","91maker.com","Seed Funding","300000.0"
"762","6/20/2017","Insider.in","Consumer Internet","Events Ticketing platform","Mumbai","Paytm","Private Equity","5200000.0"
"763","6/21/2017","Fynd","E-Commerce","Fashion etailer","Mumbai","IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital","Private Equity","2400000.0"
"764","6/21/2017","Grow Fit","Consumer Internet","Health-Tech platform","Bengaluru","Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust","Private Equity","4500000.0"
"765","6/21/2017","Fabulyst","Technology","Artificial Intelligence based platform","Hyderabad","iBhubs","Seed Funding","215000.0"
"766","6/21/2017","mSwipe","Technology","Point-of-Sale services","Mumbai","UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners","Private Equity","31000000.0"
"767","6/21/2017","OneAssist","Consumer Internet","Credit card fraud protection","Mumbai","Sequoia Capital","Private Equity",""
"768","6/22/2017","Julia Computing","Technology","Open Source Language for Data Science and Machine Learning","Bengaluru","General Catalyst, Founder Collective","Private Equity","4600000.0"
"769","6/22/2017","Kissht","Consumer Internet","Consumer Lending platform","Mumbai","Endiya Partners, Ventureast","Private Equity","2000000.0"
"770","6/22/2017","Explore Life traveling","Consumer Internet","Local homes booking platform","Bengaluru","Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere","Seed Funding","500000.0"
"771","6/23/2017","Loantap","Consumer Internet","Lending platform for salaried professionals","Mumbai","Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd","Private Equity","4000000.0"
"772","6/23/2017","Voxweb","Consumer Internet","Mobile based social networking platform","Mumbai","Undisclosed investors","Seed Funding","1000000.0"
"773","6/26/2017","HUG Innovations","Technology","Gesture based\\xc2\\xa0 Smartwatch manufacturer","Hyderabad","Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon","Private Equity","5000000.0"
"774","6/26/2017","Flipkart","E-Commerce","Online marketplace","Bengaluru","Naspers","Private Equity","71000000.0"
"775","6/26/2017","V Resorts","Consumer Internet","Holiday & Vacation resort aggregator","Noida","Seedfund, RB International","Private Equity","4000000.0"
"776","6/27/2017","Stashfin","Consumer Internet","Personal Finance App","New Delhi","Snow Leopard Ventures, Alto Partners","Private Equity","5000000.0"
"777","6/27/2017","Formcept","Consumer Internet","Unified Data Analysis platform","Bengaluru","Gujarat Venture Finance Ltd","Private Equity",""
"778","6/27/2017","Spares Hub","E-Commerce","Automobile parts marketplace","Pune","The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting","Seed Funding","311000.0"
"779","6/28/2017","FiTraQ","Consumer Internet","Fitness Centre Discovery Platform","New Delhi","Aparup Sengupta, Devendra Reddy,","Seed Funding",""
"780","6/28/2017","Rubique","Consumer Internet","Online Marketplace for financial products","Mumbai","Kalaari Capital, Udayan Goyal","Private Equity","3000000.0"
"781","6/28/2017","Niki.ai","Consumer Internet","AI Based Personal Assistant","Bengaluru","SAP.iO, Unilazer Ventures","Private Equity","2000000.0"
"782","6/29/2017","Fitpass","Consumer Internet","Online Fitness Marketplace","New Delhi","Abhinav Bindra, Gaurav Marya","Private Equity","1000000.0"
